source,category,title,issuer,law_type,publish_text,publish_time,org_names,detail_url,body_excerpt,downloaded_text,downloaded_html,attachment_files
gov_rules,部门规章,私募投资基金监督管理暂行办法,证监会,部门规章,（2014年8月21日证监会令第105号公布 自2014年8月21日起施行）,2021-12-16 00:00:00,中国证券监督管理委员会,http://www.gov.cn/zhengce/2021-12/16/content_5724608.htm,私募投资基金监督管理暂行办法 （2014年8月21日证监会令第105号公布 自2014年8月21日起施行） 第一章 总 则 第一条 为了规范私募投资基金活动，保护投资者及相关当事人的合法权益，促进私募投资基金行业健康发展，根据《证券投资基金法》、《国务院关于进一步促进资本市场健康发展的若干意见》，制定本办法。 第二条 本办法所称私募投资基金（以下简称私募基金），是指在中华人民共和国境内，以非公开方式向投资者募集资金设立的投资基金。 私募基金财产的投资包括买卖股票、股权、债券、期货、期权、基金份额及投资合同约定的其他投资标的。 非公开募集资金，以进行投资活动为目的设立的公司或者合伙企业，资产由基,,,[]
